ra;fase;turma;idade;ano_ingresso;pedra;inde;classificacao_geral;classificacao_fase;classificacao_turma;recomendacao_avaliador_1;recomendacao_avaliador_2;recomendacao_avaliador_3;recomendacao_avaliador_4;iaa;ieg;ips;recomendacao_psicologia;ida;nota_matematica;nota_portugues;nota_ingles;indicado_bolsa;atingiu_ponto_virada;ipv;ian;fase_ideal;defasagem;destaque_ieg;destaque_ida;destaque_ipv;ipp;ano;feminino;masculino;formado;instituicao_nao_informada;instituicao_privada;instituicao_publica;pedra_oe;rec_aval_1_oe;rec_aval_2_oe;rec_aval_3_oe;rec_aval_4_oe;recomendacao_psicologia_le
RA-1148;3;B;11;2023;ametista;7.227866667;534.0;56.0;6.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.9;8.6;3.77;Não avaliado;5.7;5.7;5.3;6.2;0;0;7.2125;10.0;2;1.0;1;0;0;7.5;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-1149;3;C;14;2023;ametista;7.410108333;464.0;44.0;3.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.3;9.8;2.52;Não avaliado;7.2;6.0;6.8;8.7;0;0;8.1725;5.0;4;-1.0;1;0;1;7.96875;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-1150;3;C;16;2023;ametista;7.076008333;584.0;64.0;4.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.2;9.8;2.52;Não avaliado;6.7;7.0;6.5;6.5;0;0;7.835;2.5;6;-3.0;1;0;1;7.96875;2023;0;1;0;0;0;1;2;0;0;0;0;1
RA-1151;3;C;12;2023;ametista;7.829958333;288.0;20.0;1.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.5;9.5;2.52;Não avaliado;8.3;7.3;8.8;8.7;0;0;7.545;10.0;3;0.0;1;1;1;7.65625;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-356;3;C;13;2019;agata;6.452008333;781.0;95.0;7.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.2;8.5;2.52;Não avaliado;3.4;4.3;4.5;1.3;0;0;6.5025;10.0;3;0.0;1;0;0;6.09375;2023;0;1;0;0;0;1;1;0;0;0;0;1
RA-1152;3;C;14;2023;agata;6.544916667;754.0;90.0;6.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;9.4;5.0;Não avaliado;6.8;6.7;6.0;7.8;0;0;7.585;5.0;4;-1.0;1;0;1;7.8125;2023;0;1;0;0;0;1;1;0;0;0;0;1
RA-221;3;C;15;2022;agata;6.959916667;629.0;71.0;5.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.6;9.0;5.0;Não avaliado;5.0;5.5;4.8;4.8;0;0;7.38;5.0;5;-2.0;1;0;0;7.1875;2023;0;1;0;0;0;1;1;0;0;0;0;1
RA-359;3;C;13;2019;ametista;7.627125;383.0;32.0;2.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.6;9.2;2.52;Não avaliado;5.8;6.0;6.7;4.7;0;0;8.255;10.0;3;0.0;1;0;1;7.65625;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-360;3;C;13;2019;quartzo;5.790875;892.0;122.0;8.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;7.3;2.52;Não avaliado;4.3;5.3;4.8;2.8;0;0;7.4225;10.0;3;0.0;0;0;0;7.34375;2023;1;0;0;0;0;1;0;0;0;0;0;1
RA-338;3;D;13;2019;topazio;8.287441667;142.0;4.0;2.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.3;9.1;7.52;Não avaliado;6.7;8.7;7.0;4.5;0;1;8.38;10.0;3;0.0;1;0;1;8.59375;2023;0;1;0;0;0;1;3;0;0;0;0;1
RA-339;3;D;12;2019;ametista;7.377583333;480.0;47.0;8.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;8.9;7.52;Não avaliado;7.1;7.7;5.7;7.8;0;0;8.255;10.0;3;0.0;1;0;1;7.8125;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-353;3;D;12;2022;topazio;8.309016667;138.0;3.0;1.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.8;9.9;2.52;Não avaliado;8.4;8.5;7.3;9.5;0;1;8.67;10.0;3;0.0;1;1;1;7.8125;2023;1;0;0;0;0;1;3;0;0;0;0;1
RA-1153;3;D;14;2023;ametista;7.968658333;245.0;15.0;3.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.9;10.0;7.52;Não avaliado;7.2;6.7;7.8;7.0;0;1;8.63;5.0;4;-1.0;1;0;1;7.65625;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-183;3;D;14;2022;ametista;7.586241667;403.0;35.0;6.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.9;9.7;2.52;Não avaliado;7.7;7.0;8.0;8.2;0;1;8.795;5.0;4;-1.0;1;1;1;7.96875;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-342;3;D;15;2021;ametista;7.539875;425.0;38.0;7.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.5;8.6;7.52;Não avaliado;6.6;6.3;7.8;5.7;0;1;8.505;5.0;5;-2.0;1;0;1;7.96875;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-187;3;D;13;2019;ametista;7.809875;297.0;23.0;4.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.5;9.9;2.52;Não avaliado;6.9;7.3;8.7;4.7;0;0;8.255;10.0;3;0.0;1;0;1;7.96875;2023;1;0;0;0;1;0;2;0;0;0;0;1
RA-190;3;D;14;2022;agata;6.934158333;637.0;72.0;9.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.9;9.5;2.52;Não avaliado;5.7;5.8;5.2;6.0;0;0;7.9575;5.0;4;-1.0;1;0;1;7.65625;2023;1;0;0;0;0;1;1;0;0;0;0;1
RA-347;3;D;13;2019;ametista;7.61835;388.0;33.0;5.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;6.7;9.5;2.52;Não avaliado;7.3;6.7;6.2;9.0;0;0;7.7925;10.0;3;0.0;1;0;1;7.8125;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-234;3;D;13;2022;agata;6.248741667;826.0;105.0;10.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;6.7;8.0;2.52;Não avaliado;5.6;6.3;5.3;5.3;0;0;5.595;10.0;3;0.0;1;0;0;4.84375;2023;0;1;0;0;0;1;1;0;0;0;0;1
RA-1154;3;F;13;2023;ametista;7.701125;353.0;30.0;2.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.6;9.3;5.63;Não avaliado;5.1;5.3;5.0;5.0;0;0;7.67;10.0;3;0.0;1;0;1;7.65625;2023;0;1;0;0;0;1;2;0;0;0;0;1
RA-249;3;F;15;2017;quartzo;5.444625;916.0;127.0;10.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;8.2;5.0;Não avaliado;4.9;6.2;5.3;3.2;0;0;6.545;5.0;5;-2.0;1;0;0;5.15625;2023;0;1;0;0;0;1;0;0;0;0;0;1
RA-380;3;F;14;2017;quartzo;4.912375;931.0;130.0;11.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;6.4;2.52;Não avaliado;4.5;7.0;4.0;2.5;0;0;6.5425;5.0;4;-1.0;0;0;0;6.71875;2023;0;1;0;0;0;1;0;0;0;0;0;1
RA-250;3;F;13;2022;ametista;7.598208333;398.0;34.0;3.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;9.3;5.63;Não avaliado;8.3;7.7;8.8;8.3;0;1;8.625;10.0;3;0.0;1;1;1;7.96875;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-367;3;F;12;2018;ametista;7.38685;475.0;46.0;5.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.8;8.7;2.52;Não avaliado;5.9;7.0;5.5;5.2;0;0;7.7925;10.0;3;0.0;1;0;1;7.8125;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-1155;3;F;14;2023;ametista;7.821633333;290.0;22.0;1.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.2;9.2;5.63;Não avaliado;8.0;6.7;8.2;9.0;0;0;8.2925;5.0;4;-1.0;1;1;1;7.5;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-1156;3;F;12;2023;ametista;7.340775;493.0;50.0;6.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.3;9.2;2.52;Não avaliado;5.3;6.2;6.0;3.7;0;0;7.7925;10.0;3;0.0;1;0;1;7.96875;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-368;3;F;14;2018;quartzo;5.796458333;891.0;121.0;8.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;7.7;2.52;Não avaliado;6.7;5.0;7.2;7.8;0;0;7.34;5.0;4;-1.0;1;0;0;7.03125;2023;0;1;0;0;0;1;0;0;0;0;0;1
RA-387;3;F;14;2019;quartzo;4.794333333;933.0;131.0;12.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;6.8;2.52;Não avaliado;3.0;4.3;2.8;1.8;0;0;7.0075;5.0;4;-1.0;0;0;0;6.875;2023;0;1;0;0;0;1;0;0;0;0;0;1
RA-388;3;F;15;2019;quartzo;5.630833333;905.0;125.0;9.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;7.4;5.63;Não avaliado;4.2;6.0;4.3;2.2;0;0;7.835;5.0;5;-2.0;0;0;1;6.875;2023;1;0;0;0;0;1;0;0;0;0;0;1
RA-374;3;F;13;2021;ametista;7.533891667;428.0;39.0;4.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.8;8.3;5.63;Não avaliado;5.4;6.3;6.3;3.7;0;0;7.9175;10.0;3;0.0;1;0;1;7.65625;2023;1;0;0;0;1;0;2;0;0;0;0;1
RA-377;3;F;13;2021;ametista;7.205041667;542.0;59.0;7.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.6;7.6;5.0;Não avaliado;4.8;6.0;5.7;2.8;0;0;7.6275;10.0;3;0.0;1;0;1;7.34375;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-223;3;G;14;2022;quartzo;5.089833333;926.0;129.0;13.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;4.5;7.52;Não avaliado;3.8;5.5;4.0;1.8;0;0;7.1725;5.0;4;-1.0;0;0;0;7.5;2023;1;0;0;0;0;1;0;0;0;0;0;1
RA-236;3;G;13;2022;ametista;7.337116667;495.0;51.0;4.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;10.0;7.5;7.52;Não avaliado;4.5;6.3;4.0;3.3;0;0;7.2975;10.0;3;0.0;0;0;0;7.1875;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-362;3;G;13;2018;agata;6.392625;797.0;99.0;8.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;7.5;7.52;Não avaliado;5.1;5.7;6.8;2.8;0;0;7.0875;10.0;3;0.0;0;0;0;7.03125;2023;1;0;0;0;0;1;1;0;0;0;0;1
RA-381;3;G;14;2018;quartzo;5.758041667;894.0;124.0;12.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;8.4;6.89;Não avaliado;3.9;5.3;5.3;1.2;0;0;6.84;5.0;4;-1.0;1;0;0;7.34375;2023;0;1;0;0;0;1;0;0;0;0;0;1
RA-364;3;G;12;2019;ametista;7.734891667;334.0;26.0;2.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.8;9.0;6.89;Não avaliado;5.8;8.0;5.2;4.3;0;0;7.505;10.0;3;0.0;1;0;1;7.03125;2023;0;1;0;0;0;1;2;0;0;0;0;1
RA-382;3;G;15;2017;agata;6.223833333;834.0;108.0;10.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;9.4;6.26;Não avaliado;5.2;5.0;5.8;4.7;0;0;7.1725;5.0;5;-2.0;1;0;0;7.5;2023;0;1;0;0;0;1;1;0;0;0;0;1
RA-383;3;G;12;2019;ametista;7.5408;423.0;37.0;3.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.2;8.8;3.14;Não avaliado;6.5;6.3;6.2;7.0;0;0;7.5;10.0;3;0.0;1;0;0;7.5;2023;0;1;0;0;0;1;2;0;0;0;0;1
RA-384;3;G;13;2017;agata;6.757958333;694.0;84.0;7.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;9.1;2.52;Não avaliado;7.3;6.3;7.2;8.3;0;0;7.335;10.0;3;0.0;1;0;0;7.65625;2023;1;0;0;0;0;1;1;0;0;0;0;1
RA-1157;3;G;14;2023;ametista;7.086633333;580.0;63.0;5.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.2;8.8;6.26;Não avaliado;5.7;5.0;6.3;5.7;0;0;7.0025;5.0;4;-1.0;1;0;0;7.5;2023;0;1;0;0;0;1;2;0;0;0;0;1
RA-386;3;G;14;2019;quartzo;5.758425;893.0;123.0;11.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.2;7.0;2.52;Não avaliado;3.3;5.0;3.7;1.2;0;0;6.6325;5.0;4;-1.0;0;0;0;7.03125;2023;0;1;0;0;0;1;0;0;0;0;0;1
RA-260;3;G;14;2019;topazio;8.080008333;205.0;11.0;1.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.2;9.9;7.52;Não avaliado;6.1;6.3;5.2;6.7;0;0;7.4175;10.0;3;0.0;1;0;0;7.34375;2023;1;0;0;0;0;1;3;0;0;0;0;1
RA-390;3;G;13;2022;agata;6.905741667;642.0;74.0;6.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.9;8.8;2.52;Não avaliado;4.8;5.7;5.8;3.0;0;0;7.005;10.0;3;0.0;1;0;0;7.34375;2023;1;0;0;0;0;1;1;0;0;0;0;1
RA-1158;3;G;14;2023;agata;6.306666667;816.0;104.0;9.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.5;8.6;2.52;Não avaliado;4.3;5.3;5.0;2.7;0;0;7.34;5.0;4;-1.0;1;0;0;7.5;2023;1;0;0;0;0;1;1;0;0;0;0;1
RA-391;3;I;13;2022;agata;6.5107;765.0;93.0;5.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.9;7.5;2.52;Não avaliado;3.5;4.2;5.0;1.3;0;0;7.585;10.0;3;0.0;0;0;1;7.5;2023;1;0;0;0;0;1;1;0;0;0;0;1
RA-1159;3;I;13;2023;quartzo;5.913883333;879.0;117.0;6.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;5.8;6.6;2.52;Não avaliado;3.1;5.2;1.5;2.5;0;0;7.1325;10.0;3;0.0;0;0;0;7.1875;2023;1;0;0;0;0;1;0;0;0;0;0;1
RA-392;3;I;15;2022;agata;6.567208333;748.0;88.0;4.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.6;9.5;2.52;Não avaliado;4.6;6.2;4.7;2.8;0;0;7.17;5.0;5;-2.0;1;0;0;6.09375;2023;0;1;0;0;0;1;1;0;0;0;0;1
RA-1160;3;I;13;2023;agata;6.636166667;727.0;86.0;3.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.6;8.7;2.52;Não avaliado;2.7;4.8;2.7;0.7;0;0;7.2575;10.0;3;0.0;1;0;0;6.875;2023;0;1;0;0;0;1;1;0;0;0;0;1
RA-1161;3;I;13;2023;ametista;7.317791667;502.0;52.0;2.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;6.3;8.1;2.52;Não avaliado;6.3;7.3;6.5;5.2;0;1;8.63;10.0;3;0.0;1;0;1;8.28125;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-395;3;I;12;2018;ametista;7.469175;440.0;41.0;1.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.2;8.6;2.52;Não avaliado;6.0;6.7;5.3;6.0;0;0;7.9175;10.0;3;0.0;1;0;1;7.96875;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-450;3;K;14;2021;agata;6.819625;670.0;81.0;5.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.6;8.4;2.52;Não avaliado;5.4;7.0;6.5;2.7;0;0;7.9175;5.0;4;-1.0;1;0;1;7.65625;2023;0;1;0;0;0;1;1;0;0;0;0;1
RA-463;3;K;13;2020;agata;6.382383333;800.0;100.0;10.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.2;5.4;2.52;Não avaliado;4.0;6.3;4.3;1.3;0;0;7.795;10.0;3;0.0;0;0;1;7.8125;2023;1;0;0;0;0;1;1;0;0;0;0;1
RA-298;3;K;14;2019;agata;6.824333333;666.0;80.0;4.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.6;8.6;2.52;Não avaliado;5.5;7.7;4.5;4.2;0;0;7.7525;5.0;4;-1.0;1;0;1;7.5;2023;0;1;0;0;0;1;1;0;0;0;0;1
RA-464;3;K;14;2022;agata;6.081675;849.0;111.0;12.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.2;7.7;2.52;Não avaliado;3.0;4.8;3.7;0.5;0;0;7.38;5.0;4;-1.0;1;0;0;7.96875;2023;1;0;0;0;0;1;1;0;0;0;0;1
RA-465;3;K;12;2019;topazio;8.012875;227.0;13.0;1.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.5;9.4;2.52;Não avaliado;8.5;8.3;8.2;9.0;0;0;8.17;10.0;3;0.0;1;1;1;7.96875;2023;0;1;0;0;0;1;3;0;0;0;0;1
RA-442;3;K;12;2022;agata;6.814166667;673.0;82.0;6.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;7.6;7.52;Não avaliado;5.8;6.7;6.5;4.3;0;0;8.1275;10.0;3;0.0;1;0;1;7.5;2023;1;0;0;0;0;1;1;0;0;0;0;1
RA-300;3;K;15;2022;quartzo;5.616691667;907.0;126.0;14.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;5.0;7.5;2.52;Não avaliado;4.5;4.5;5.3;3.8;0;0;6.5875;5.0;5;-2.0;0;0;0;6.40625;2023;0;1;0;0;0;1;0;0;0;0;0;1
RA-467;3;K;14;2022;agata;6.552916667;752.0;89.0;7.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;6.3;9.2;3.14;Não avaliado;5.2;6.0;6.0;3.7;0;0;7.5425;5.0;4;-1.0;1;0;1;7.1875;2023;1;0;0;0;0;1;1;0;0;0;0;1
RA-468;3;K;14;2022;quartzo;5.911108333;880.0;118.0;13.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.3;6.0;6.27;Não avaliado;3.4;4.8;3.0;2.3;0;0;6.715;5.0;4;-1.0;0;0;0;7.34375;2023;0;1;0;0;0;1;0;0;0;0;0;1
RA-1162;3;K;13;2023;ametista;7.44215;451.0;42.0;2.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.3;8.5;3.77;Não avaliado;6.0;7.3;5.5;5.2;0;0;7.7525;10.0;3;0.0;1;0;1;7.8125;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-470;3;K;14;2019;agata;6.993766667;615.0;69.0;3.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.8;9.2;5.0;Não avaliado;4.9;6.0;4.3;4.5;0;0;7.71;5.0;4;-1.0;1;0;1;7.5;2023;1;0;0;0;0;1;1;0;0;0;0;1
RA-474;3;K;14;2019;quartzo;5.283583333;922.0;128.0;15.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;7.8;5.0;Não avaliado;3.3;4.8;3.8;1.2;0;0;6.7575;5.0;4;-1.0;1;0;0;7.1875;2023;0;1;0;0;0;1;0;0;0;0;0;1
RA-476;3;K;13;2019;agata;6.492408333;769.0;94.0;8.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.9;7.0;2.52;Não avaliado;4.1;5.0;4.5;2.7;0;0;7.505;10.0;3;0.0;0;0;1;7.34375;2023;1;0;0;0;0;1;1;0;0;0;0;1
RA-478;3;K;12;2019;agata;6.443616667;786.0;97.0;9.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;6.7;7.3;2.52;Não avaliado;4.4;4.3;4.7;4.3;0;0;7.2975;10.0;3;0.0;0;0;0;7.1875;2023;1;0;0;0;0;1;1;0;0;0;0;1
RA-410;3;K;15;2018;agata;6.140808333;842.0;109.0;11.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.8;5.8;7.52;Não avaliado;4.9;5.0;4.8;4.8;0;0;6.0425;5.0;4;-1.0;0;0;0;6.71875;2023;0;1;0;0;0;1;1;0;0;0;0;1
RA-411;3;L;13;2019;ametista;7.779983333;311.0;24.0;6.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;6.2;9.0;7.52;Não avaliado;6.6;5.7;6.7;7.3;0;0;7.5425;10.0;3;0.0;1;0;1;7.8125;2023;1;0;0;0;1;0;2;0;0;0;0;1
RA-412;3;L;13;2018;ametista;7.373891667;483.0;48.0;10.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.8;8.9;2.52;Não avaliado;6.2;5.8;5.2;7.7;0;0;7.585;10.0;3;0.0;1;0;1;7.03125;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-400;3;L;15;2018;agata;6.529425;759.0;92.0;14.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.2;9.0;2.52;Não avaliado;4.1;4.8;4.7;2.8;0;0;7.375;5.0;4;-1.0;1;0;0;7.65625;2023;0;1;0;0;0;1;1;0;0;0;0;1
RA-414;3;L;13;2021;ametista;7.25025;525.0;55.0;11.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;9.5;7.52;Não avaliado;6.5;6.0;7.0;6.5;0;0;7.585;10.0;3;0.0;1;0;1;7.8125;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-415;3;L;12;2019;ametista;7.18805;546.0;60.0;12.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.1;8.2;7.52;Não avaliado;3.7;2.8;4.0;4.3;0;0;7.8325;10.0;3;0.0;1;0;1;7.8125;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-1163;3;L;14;2023;ametista;7.749391667;328.0;25.0;7.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.8;9.3;7.52;Não avaliado;7.2;7.0;6.7;8.0;0;0;7.75;5.0;4;-1.0;1;0;1;7.65625;2023;0;1;0;0;0;1;2;0;0;0;0;1
RA-273;3;L;14;2018;agata;6.337116667;806.0;101.0;16.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;7.9;7.4;2.52;Não avaliado;5.0;5.3;6.8;3.0;0;0;7.6275;5.0;4;-1.0;0;0;1;7.8125;2023;1;0;0;0;0;1;1;0;0;0;0;1
RA-471;3;L;14;2020;agata;6.855541667;655.0;78.0;13.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;9.0;6.27;Não avaliado;5.0;6.3;4.0;4.8;0;0;8.125;10.0;3;0.0;1;0;1;7.96875;2023;1;0;0;0;0;1;1;0;0;0;0;1
RA-416;3;L;13;2018;topazio;8.144425;184.0;9.0;3.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.2;9.8;2.52;Não avaliado;7.6;7.0;7.0;8.8;0;0;8.3375;10.0;3;0.0;1;1;1;8.28125;2023;0;1;0;0;1;0;3;0;0;0;0;1
RA-417;3;L;14;2022;topazio;8.257658333;154.0;5.0;1.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;5.4;9.7;7.52;Não avaliado;7.8;6.7;8.3;8.3;0;0;8.2125;10.0;3;0.0;1;1;1;8.28125;2023;1;0;0;0;0;1;3;0;0;0;0;1
RA-305;3;L;15;2019;agata;6.394291667;796.0;98.0;15.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;8.9;7.52;Não avaliado;5.2;5.2;4.8;5.7;0;0;7.75;5.0;5;-2.0;1;0;1;7.65625;2023;0;1;0;0;0;1;1;0;0;0;0;1
RA-418;3;L;11;2020;topazio;8.1686;180.0;8.0;2.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.8;10.0;2.52;Não avaliado;8.1;6.7;8.3;9.3;0;0;8.045;10.0;2;1.0;1;1;1;8.125;2023;1;0;0;0;1;0;3;0;0;0;0;1
RA-419;3;L;13;2019;ametista;7.7261;340.0;28.0;8.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;6.7;9.5;2.52;Não avaliado;7.6;7.0;7.3;8.5;0;0;7.875;10.0;3;0.0;1;1;1;8.125;2023;1;0;0;0;1;0;2;0;0;0;0;1
RA-421;3;L;12;2021;topazio;8.030716667;218.0;12.0;5.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.2;9.9;2.52;Não avaliado;7.3;8.0;6.2;7.8;0;0;8.17;10.0;3;0.0;1;0;1;7.8125;2023;0;1;0;0;0;1;3;0;0;0;0;1
RA-407;3;L;14;2022;ametista;7.665083333;372.0;31.0;9.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.6;8.6;7.52;Não avaliado;7.3;7.3;7.2;7.3;0;0;7.5;5.0;4;-1.0;1;0;0;7.8125;2023;0;1;0;0;0;1;2;0;0;0;0;1
RA-425;3;L;13;2022;topazio;8.10555;200.0;10.0;4.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.2;9.9;2.52;Não avaliado;7.5;6.7;7.3;8.5;0;1;8.3775;10.0;3;0.0;1;0;1;7.8125;2023;0;1;0;0;0;1;3;0;0;0;0;1
RA-426;3;M;15;2022;agata;6.329158333;809.0;102.0;8.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;5.4;7.6;5.0;Não avaliado;5.0;4.7;5.2;5.0;0;0;7.5425;5.0;4;-1.0;1;0;1;7.65625;2023;1;0;0;0;0;1;1;0;0;0;0;1
RA-430;3;M;14;2022;ametista;7.146716667;563.0;62.0;5.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.2;9.3;2.52;Não avaliado;6.4;7.3;5.5;6.5;0;0;7.75;5.0;4;-1.0;1;0;1;7.8125;2023;0;1;0;0;0;1;2;0;0;0;0;1
RA-1164;3;M;13;2023;agata;6.910091667;641.0;73.0;6.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.2;7.5;2.52;Não avaliado;4.8;7.0;7.5;0.0;0;0;7.545;10.0;3;0.0;0;0;1;7.65625;2023;0;1;0;0;0;1;1;0;0;0;0;1
RA-1165;3;M;12;2023;ametista;7.880716667;271.0;17.0;1.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;9.2;9.1;5.0;Não avaliado;7.3;7.0;6.0;9.0;0;0;7.2925;10.0;3;0.0;1;0;0;7.1875;2023;1;0;0;0;0;1;2;0;0;0;0;1
RA-432;3;M;15;2019;agata;6.850183333;657.0;79.0;7.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.8;9.0;2.52;Não avaliado;5.2;5.0;6.3;4.2;0;0;8.0425;5.0;5;-2.0;1;0;1;7.8125;2023;1;0;0;0;0;1;1;0;0;0;0;1
RA-303;3;M;15;2019;quartzo;5.914291667;878.0;116.0;10.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;0.0;7.3;7.52;Não avaliado;5.1;5.7;5.2;4.5;0;0;7.05;5.0;5;-2.0;0;0;0;7.65625;2023;0;1;0;0;0;1;0;0;0;0;0;1
